epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
187,16463.1,0.865,0.5222,0.94407,0.84142,0.77035,0.8255,0.60226,0.84764,0.51602,0.96998,0.003862,0.003862,0.003862
188,16550.6,0.86137,0.51859,0.94287,0.84217,0.77216,0.82644,0.60281,0.84743,0.51589,0.96983,0.003829,0.003829,0.003829
189,16638.7,0.86399,0.52054,0.94289,0.84261,0.77147,0.82658,0.60294,0.84718,0.51546,0.96971,0.003796,0.003796,0.003796
190,16726.6,0.86163,0.51983,0.94225,0.83803,0.77342,0.82665,0.60291,0.84714,0.51542,0.96959,0.003763,0.003763,0.003763
191,16814.3,0.86014,0.51931,0.94242,0.83583,0.77508,0.82684,0.60303,0.84691,0.51543,0.96949,0.00373,0.00373,0.00373
192,16901.9,0.85831,0.51668,0.94126,0.83536,0.7774,0.82688,0.6032,0.84682,0.5152,0.96935,0.003697,0.003697,0.003697
193,16989.8,0.85997,0.51794,0.9434,0.83589,0.77707,0.82663,0.60313,0.84651,0.51512,0.96922,0.003664,0.003664,0.003664
194,17077.3,0.8522,0.51349,0.94015,0.8353,0.77836,0.82701,0.60359,0.84629,0.51512,0.9691,0.003631,0.003631,0.003631
195,17165.3,0.85497,0.51406,0.94175,0.83493,0.7782,0.82707,0.60404,0.84599,0.51472,0.96897,0.003598,0.003598,0.003598
196,17253.6,0.8577,0.51659,0.9407,0.8321,0.77961,0.82721,0.60313,0.84583,0.51447,0.96891,0.003565,0.003565,0.003565
197,17340.9,0.85429,0.5143,0.94031,0.83144,0.77993,0.82711,0.60379,0.84588,0.51453,0.96875,0.003532,0.003532,0.003532
198,17428.9,0.85041,0.51071,0.94089,0.83212,0.77977,0.82732,0.60405,0.84571,0.51448,0.96868,0.003499,0.003499,0.003499
199,17515.6,0.85363,0.51264,0.94122,0.83099,0.78012,0.82732,0.60462,0.8455,0.51443,0.96854,0.003466,0.003466,0.003466
200,17603.1,0.84914,0.50921,0.93575,0.83267,0.78021,0.82736,0.60429,0.84516,0.51387,0.9684,0.003433,0.003433,0.003433
201,17690.3,0.85398,0.5123,0.94022,0.8333,0.78012,0.82769,0.60438,0.84483,0.51365,0.96825,0.0034,0.0034,0.0034
202,17777.7,0.84563,0.50835,0.93748,0.83357,0.77958,0.82717,0.60477,0.84445,0.51332,0.96804,0.003367,0.003367,0.003367
203,17865.3,0.84851,0.50951,0.93582,0.83482,0.77968,0.82681,0.60506,0.84431,0.51335,0.96802,0.003334,0.003334,0.003334
204,17952.9,0.8454,0.50631,0.93485,0.83617,0.77908,0.82697,0.6058,0.84399,0.51287,0.9679,0.003301,0.003301,0.003301
205,18041.6,0.84417,0.50608,0.93526,0.83769,0.77893,0.82676,0.60544,0.84378,0.51256,0.96775,0.003268,0.003268,0.003268
206,18128.7,0.84262,0.50531,0.93351,0.84437,0.77581,0.8268,0.60635,0.84348,0.51223,0.96755,0.003235,0.003235,0.003235
207,18216.8,0.84051,0.50461,0.93482,0.84064,0.77859,0.82737,0.60625,0.84302,0.51215,0.9674,0.003202,0.003202,0.003202
208,18304.5,0.84315,0.50584,0.9359,0.84144,0.77858,0.82742,0.60651,0.84287,0.51184,0.96735,0.003169,0.003169,0.003169
209,18392.3,0.84078,0.50378,0.93432,0.83895,0.77862,0.82784,0.60716,0.84258,0.51162,0.96726,0.003136,0.003136,0.003136
210,18480.2,0.8429,0.50277,0.9343,0.83929,0.77781,0.82743,0.60699,0.84233,0.51137,0.96711,0.003103,0.003103,0.003103
211,18568,0.83624,0.50296,0.93237,0.84018,0.77642,0.82734,0.60745,0.84217,0.5111,0.96702,0.00307,0.00307,0.00307
212,18656,0.83137,0.49956,0.93126,0.84104,0.77673,0.82773,0.60767,0.84227,0.51125,0.96706,0.003037,0.003037,0.003037
213,18744.3,0.83552,0.5003,0.93173,0.84283,0.77633,0.82797,0.60763,0.84224,0.5109,0.96708,0.003004,0.003004,0.003004
214,18831.8,0.83421,0.49912,0.93115,0.84442,0.77621,0.82821,0.60747,0.84226,0.51085,0.96701,0.002971,0.002971,0.002971
215,18919.8,0.83086,0.49776,0.92967,0.84979,0.77319,0.82842,0.60785,0.84227,0.51085,0.96689,0.002938,0.002938,0.002938
216,19008.1,0.83082,0.49715,0.93096,0.8502,0.77203,0.82801,0.6072,0.84224,0.51079,0.96686,0.002905,0.002905,0.002905
217,19096.2,0.8278,0.49612,0.92918,0.85141,0.76932,0.82812,0.60772,0.84204,0.5108,0.96672,0.002872,0.002872,0.002872
218,19184.2,0.83096,0.49642,0.93253,0.85293,0.77194,0.82843,0.60776,0.84187,0.51069,0.9665,0.002839,0.002839,0.002839
219,19271.9,0.83181,0.49786,0.93181,0.85215,0.77023,0.82806,0.60781,0.84191,0.51064,0.96655,0.002806,0.002806,0.002806
220,19359.7,0.82848,0.49747,0.92994,0.8501,0.77259,0.82818,0.60835,0.84178,0.5105,0.96642,0.002773,0.002773,0.002773
221,19447.9,0.825,0.49334,0.92755,0.84929,0.77242,0.82815,0.60848,0.8417,0.51044,0.96631,0.00274,0.00274,0.00274
222,19536,0.82461,0.49312,0.92855,0.84985,0.77125,0.82828,0.60886,0.84166,0.51014,0.96615,0.002707,0.002707,0.002707
223,19624.1,0.8241,0.49482,0.92912,0.85081,0.77072,0.8286,0.60929,0.84153,0.50991,0.96612,0.002674,0.002674,0.002674
224,19712.3,0.82254,0.49105,0.92708,0.84755,0.77211,0.82855,0.60878,0.84144,0.51011,0.96602,0.002641,0.002641,0.002641
225,19800.2,0.81782,0.48821,0.92486,0.84879,0.77189,0.82956,0.60923,0.84133,0.50991,0.96596,0.002608,0.002608,0.002608
226,19888.7,0.81913,0.49033,0.92537,0.84809,0.7729,0.82915,0.60896,0.84171,0.51004,0.96606,0.002575,0.002575,0.002575
227,19976.7,0.819,0.49052,0.92618,0.85002,0.77211,0.82943,0.60927,0.84158,0.50996,0.96587,0.002542,0.002542,0.002542
228,20064.9,0.8141,0.48727,0.9247,0.84847,0.76963,0.82954,0.60986,0.84141,0.51004,0.9658,0.002509,0.002509,0.002509
229,20153.3,0.81786,0.48962,0.9258,0.84997,0.76967,0.82995,0.60941,0.84143,0.51037,0.96582,0.002476,0.002476,0.002476
230,20241.7,0.81757,0.48756,0.92722,0.8514,0.76967,0.82999,0.6089,0.84144,0.51034,0.9658,0.002443,0.002443,0.002443
231,20329.5,0.81161,0.48564,0.92391,0.85774,0.77197,0.82989,0.60915,0.84136,0.51048,0.96573,0.00241,0.00241,0.00241
232,20417.8,0.81422,0.48689,0.92426,0.85436,0.77078,0.82962,0.61003,0.84153,0.51104,0.9658,0.002377,0.002377,0.002377
233,20506.7,0.81175,0.48577,0.92223,0.85444,0.77052,0.82977,0.60951,0.84148,0.51101,0.96571,0.002344,0.002344,0.002344
234,20595,0.81115,0.48519,0.92269,0.85746,0.77099,0.83032,0.61033,0.84161,0.51101,0.96559,0.002311,0.002311,0.002311
235,20683.4,0.80872,0.48242,0.92263,0.85566,0.77256,0.83063,0.60989,0.84133,0.51104,0.96549,0.002278,0.002278,0.002278
236,20771.4,0.80807,0.48301,0.92235,0.85326,0.77183,0.83013,0.60981,0.84123,0.51135,0.96547,0.002245,0.002245,0.002245
237,20859.5,0.8059,0.48131,0.91939,0.85563,0.77376,0.83076,0.6103,0.84099,0.51114,0.96527,0.002212,0.002212,0.002212
238,20947.8,0.80451,0.48051,0.92092,0.85523,0.77236,0.83077,0.61018,0.841,0.51135,0.96523,0.002179,0.002179,0.002179
239,21035.8,0.80521,0.4803,0.9215,0.85389,0.77276,0.83147,0.61112,0.84094,0.51132,0.9652,0.002146,0.002146,0.002146
240,21124.6,0.80058,0.47853,0.91843,0.85468,0.77118,0.83121,0.61078,0.84099,0.51108,0.96515,0.002113,0.002113,0.002113
241,21212.9,0.79987,0.47771,0.91983,0.8547,0.77116,0.83142,0.61039,0.84071,0.51115,0.96505,0.00208,0.00208,0.00208
242,21300.9,0.80332,0.47967,0.91998,0.85417,0.77136,0.83189,0.61013,0.84093,0.51171,0.96498,0.002047,0.002047,0.002047
243,21389,0.80072,0.47849,0.91924,0.85402,0.77159,0.83194,0.61077,0.84069,0.51154,0.96488,0.002014,0.002014,0.002014
244,21477,0.79889,0.47879,0.92066,0.85497,0.77136,0.83208,0.61025,0.84048,0.51145,0.96473,0.001981,0.001981,0.001981
245,21565.4,0.80044,0.47995,0.91982,0.85895,0.77197,0.83296,0.61038,0.84029,0.51157,0.96457,0.001948,0.001948,0.001948
246,21653.1,0.79651,0.47642,0.91786,0.85782,0.77296,0.83331,0.60995,0.84012,0.5115,0.96445,0.001915,0.001915,0.001915
247,21741.6,0.79009,0.4739,0.91395,0.85628,0.77422,0.83291,0.6109,0.84022,0.51135,0.96438,0.001882,0.001882,0.001882
248,21829.5,0.79508,0.47453,0.91729,0.85558,0.77432,0.83278,0.61109,0.8401,0.51123,0.96433,0.001849,0.001849,0.001849
249,21918.3,0.79233,0.47413,0.91822,0.85994,0.77455,0.83341,0.61081,0.83982,0.51136,0.96428,0.001816,0.001816,0.001816
250,22006.3,0.79347,0.47378,0.91656,0.85506,0.77599,0.83326,0.6109,0.83972,0.51114,0.96413,0.001783,0.001783,0.001783
251,22094.5,0.79607,0.47481,0.91714,0.85661,0.77572,0.83358,0.61123,0.83913,0.51092,0.96398,0.00175,0.00175,0.00175
252,22183,0.78728,0.4705,0.91647,0.85885,0.77737,0.83376,0.61199,0.83869,0.51069,0.96375,0.001717,0.001717,0.001717
253,22271.5,0.7862,0.46928,0.91421,0.85786,0.77628,0.83401,0.61253,0.83846,0.51047,0.96364,0.001684,0.001684,0.001684
254,22360.1,0.78573,0.46798,0.91303,0.85949,0.77775,0.83394,0.61277,0.83813,0.5103,0.96355,0.001651,0.001651,0.001651
255,22449,0.78328,0.46815,0.9138,0.85436,0.77625,0.83427,0.61272,0.83801,0.51022,0.96333,0.001618,0.001618,0.001618
256,22537,0.78079,0.46684,0.91311,0.85342,0.7765,0.8344,0.61288,0.83795,0.51024,0.96323,0.001585,0.001585,0.001585
257,22625.7,0.78305,0.46647,0.9137,0.85495,0.77498,0.8345,0.61242,0.83753,0.5101,0.96317,0.001552,0.001552,0.001552
258,22713.9,0.78565,0.46811,0.91312,0.86009,0.77371,0.83498,0.61291,0.83716,0.50974,0.96303,0.001519,0.001519,0.001519
259,22802.6,0.77788,0.46331,0.91224,0.85931,0.77345,0.83481,0.61324,0.83705,0.50968,0.96296,0.001486,0.001486,0.001486
260,22891.3,0.77827,0.46454,0.91343,0.85875,0.77349,0.83489,0.61356,0.83661,0.50951,0.96291,0.001453,0.001453,0.001453
261,22980.4,0.77953,0.46494,0.91153,0.8594,0.77522,0.83548,0.61363,0.8365,0.50954,0.96283,0.00142,0.00142,0.00142
262,23069.3,0.77531,0.46344,0.9121,0.85825,0.77508,0.83507,0.61336,0.83639,0.50947,0.96279,0.001387,0.001387,0.001387
263,23157.6,0.77662,0.46414,0.91241,0.85658,0.77542,0.83534,0.61347,0.83657,0.50947,0.96276,0.001354,0.001354,0.001354
264,23245.8,0.7747,0.46097,0.91008,0.85971,0.77572,0.83536,0.61333,0.83651,0.50946,0.96271,0.001321,0.001321,0.001321
265,23334,0.77474,0.46242,0.91128,0.86078,0.77547,0.83547,0.61441,0.83643,0.50915,0.96268,0.001288,0.001288,0.001288
266,23422.7,0.77439,0.46166,0.91002,0.86524,0.77428,0.83553,0.61393,0.83628,0.50923,0.96258,0.001255,0.001255,0.001255
267,23510.8,0.77138,0.46159,0.90992,0.86511,0.77437,0.83564,0.61429,0.83627,0.50925,0.96257,0.001222,0.001222,0.001222
268,23598.6,0.77023,0.459,0.91023,0.86576,0.77503,0.8357,0.61488,0.83639,0.50918,0.96264,0.001189,0.001189,0.001189
269,23686.3,0.76395,0.45673,0.90652,0.86496,0.77597,0.83594,0.6146,0.83649,0.50941,0.96269,0.001156,0.001156,0.001156
270,23773.7,0.76264,0.45599,0.9051,0.86476,0.77604,0.83606,0.61462,0.83643,0.50923,0.96266,0.001123,0.001123,0.001123
271,23861.5,0.76437,0.45401,0.90675,0.86315,0.77488,0.83537,0.61435,0.83618,0.50907,0.96268,0.00109,0.00109,0.00109
272,23948.9,0.76397,0.45664,0.90858,0.86152,0.77485,0.83568,0.61434,0.83624,0.50936,0.96266,0.001057,0.001057,0.001057
273,24036.3,0.75958,0.45337,0.90617,0.86274,0.77536,0.83575,0.61462,0.83609,0.509,0.96266,0.001024,0.001024,0.001024
274,24123.9,0.7624,0.45478,0.90497,0.8623,0.77539,0.83617,0.61455,0.83602,0.50897,0.96265,0.000991,0.000991,0.000991
275,24211.4,0.75959,0.45316,0.90546,0.86108,0.77496,0.83672,0.61464,0.83595,0.50868,0.96253,0.000958,0.000958,0.000958
276,24299,0.75438,0.45008,0.90347,0.86125,0.77449,0.8367,0.61528,0.83607,0.50858,0.96259,0.000925,0.000925,0.000925
277,24387.1,0.75663,0.45145,0.90517,0.86097,0.77466,0.83702,0.61567,0.83575,0.50857,0.96243,0.000892,0.000892,0.000892
278,24474.5,0.75637,0.45087,0.90528,0.86139,0.77515,0.83716,0.61548,0.83571,0.50828,0.96246,0.000859,0.000859,0.000859
279,24562,0.75385,0.45084,0.90319,0.86397,0.77446,0.83744,0.61617,0.83557,0.50806,0.96234,0.000826,0.000826,0.000826
280,24650.3,0.74941,0.44804,0.90222,0.86618,0.7743,0.83761,0.61625,0.83514,0.50777,0.9622,0.000793,0.000793,0.000793
281,24738.5,0.7515,0.448,0.90205,0.86855,0.77344,0.83769,0.61633,0.83513,0.5074,0.96217,0.00076,0.00076,0.00076
282,24825.5,0.75116,0.44819,0.90301,0.86762,0.77301,0.83786,0.61639,0.83497,0.50723,0.96209,0.000727,0.000727,0.000727
283,24913.3,0.75061,0.44941,0.90178,0.86931,0.77234,0.83757,0.6165,0.83504,0.50712,0.96215,0.000694,0.000694,0.000694
284,25001.6,0.75153,0.44772,0.90297,0.86569,0.77398,0.83767,0.61695,0.83493,0.50685,0.96208,0.000661,0.000661,0.000661
285,25089.5,0.74774,0.44794,0.90234,0.86369,0.77239,0.83838,0.61678,0.83462,0.50645,0.96199,0.000628,0.000628,0.000628
286,25176.9,0.74519,0.44554,0.90105,0.86407,0.77272,0.83823,0.61673,0.83409,0.50613,0.96188,0.000595,0.000595,0.000595
287,25264.3,0.74595,0.44603,0.90111,0.86803,0.77495,0.83869,0.61786,0.83375,0.50589,0.96176,0.000562,0.000562,0.000562
288,25352.6,0.74786,0.44611,0.90032,0.8647,0.77794,0.83863,0.61713,0.83346,0.50523,0.96166,0.000529,0.000529,0.000529
289,25440.5,0.74093,0.44267,0.89982,0.86715,0.78004,0.83941,0.61833,0.83311,0.5046,0.96152,0.000496,0.000496,0.000496
290,25528.9,0.73674,0.44087,0.89865,0.86645,0.77996,0.83924,0.61828,0.83293,0.50434,0.96154,0.000463,0.000463,0.000463
291,25616.3,0.73542,0.43926,0.89688,0.86648,0.77811,0.83925,0.6189,0.83284,0.50394,0.96154,0.00043,0.00043,0.00043
292,25704,0.74007,0.44122,0.89886,0.86464,0.77855,0.83965,0.61839,0.83267,0.50384,0.96149,0.000397,0.000397,0.000397
293,25791.7,0.73157,0.43702,0.89765,0.86597,0.77762,0.83894,0.61809,0.83243,0.50343,0.96145,0.000364,0.000364,0.000364
294,25879.5,0.73426,0.43793,0.89681,0.86319,0.77788,0.83885,0.61795,0.83268,0.50326,0.96171,0.000331,0.000331,0.000331
295,25966.8,0.73127,0.43871,0.89766,0.86828,0.77619,0.83947,0.61871,0.83251,0.50285,0.96152,0.000298,0.000298,0.000298
296,26054.4,0.73177,0.43854,0.89719,0.86654,0.77631,0.83953,0.61848,0.8324,0.50251,0.96152,0.000265,0.000265,0.000265
297,26142,0.7303,0.4371,0.89655,0.86322,0.78049,0.84037,0.61987,0.83202,0.50203,0.96139,0.000232,0.000232,0.000232
298,26230.4,0.73141,0.43741,0.89706,0.85635,0.78285,0.83999,0.61907,0.8316,0.50147,0.96125,0.000199,0.000199,0.000199
299,26317.8,0.72753,0.43403,0.89537,0.86348,0.78135,0.84079,0.61975,0.83143,0.501,0.96118,0.000166,0.000166,0.000166
300,26405.2,0.72923,0.43679,0.89691,0.86987,0.78042,0.84105,0.62058,0.83116,0.50051,0.96109,0.000133,0.000133,0.000133
